Folder Path,Original Name,View Link,Direct Image Link
dress images/VD,2.jpg,https://drive.google.com/file/d/1SrGVkddzGWzND8_q_8Bw9-5N3252Z5SC/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1SrGVkddzGWzND8_q_8Bw9-5N3252Z5SC
dress images/VD,1.jpg,https://drive.google.com/file/d/1GXm-owwarqXJnH0gq75I_QWEYZPdPZCz/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1GXm-owwarqXJnH0gq75I_QWEYZPdPZCz
dress images/AL,11.jpg,https://drive.google.com/file/d/19TrPbd-3duBEYmoEHzzsibbky0zwrFVo/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=19TrPbd-3duBEYmoEHzzsibbky0zwrFVo
dress images/AL,10.jpg,https://drive.google.com/file/d/1aEYefHlmLznHn51MDvwIMhYViusjn8tT/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1aEYefHlmLznHn51MDvwIMhYViusjn8tT
dress images/AL,09.jpg,https://drive.google.com/file/d/17CUaWOFkBBxEam8XPEnUqgMyJZLCzygS/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=17CUaWOFkBBxEam8XPEnUqgMyJZLCzygS
dress images/AL,08.jpg,https://drive.google.com/file/d/1l5xjPcwP47uKTGyzv5kQ4vWGt5CjestL/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1l5xjPcwP47uKTGyzv5kQ4vWGt5CjestL
dress images/AL,07.jpg,https://drive.google.com/file/d/1ei4ixmTfG80VHjmtzW8OujQjn1PwgyfD/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1ei4ixmTfG80VHjmtzW8OujQjn1PwgyfD
dress images/AL,06.jpg,https://drive.google.com/file/d/1WxPLGLYm6xiCLOtqqWf7VGAPFoMiGsuz/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1WxPLGLYm6xiCLOtqqWf7VGAPFoMiGsuz
dress images/AL,05.jpg,https://drive.google.com/file/d/1UWGUv4BaJFpyCRvrG2APRjwbiEpFfUu8/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1UWGUv4BaJFpyCRvrG2APRjwbiEpFfUu8
dress images/AL,04.jpg,https://drive.google.com/file/d/1m6oer_6zwLjOqQaBLFj-BT0AHcytO3T8/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1m6oer_6zwLjOqQaBLFj-BT0AHcytO3T8
dress images/AL,03.jpg,https://drive.google.com/file/d/17VUdQxUdq6I6hd7EbEdtUjIhumfAdZFa/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=17VUdQxUdq6I6hd7EbEdtUjIhumfAdZFa
dress images/AL,02.jpg,https://drive.google.com/file/d/19G00L1GcvD9mk_EkPSZ4DWpt6frLfpOQ/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=19G00L1GcvD9mk_EkPSZ4DWpt6frLfpOQ
dress images/AL,01.jpg,https://drive.google.com/file/d/1Vao5ayr583sShp9vvUqHjCGHyV8IgoUO/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1Vao5ayr583sShp9vvUqHjCGHyV8IgoUO
dress images/AD,07.jpg,https://drive.google.com/file/d/1SJPm4XKRvCg45W7p_K4_Qx_hCBs-1S6K/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1SJPm4XKRvCg45W7p_K4_Qx_hCBs-1S6K
dress images/AD,06.jpg,https://drive.google.com/file/d/1naZMRHDrc201a-D15iSu-agqOJf7YCt_/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1naZMRHDrc201a-D15iSu-agqOJf7YCt_
dress images/AD,05.jpg,https://drive.google.com/file/d/1_qXgLvseoavu1kBfDLQg8edKs4Le1eSE/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1_qXgLvseoavu1kBfDLQg8edKs4Le1eSE
dress images/AD,04.jpg,https://drive.google.com/file/d/1F5kcoXJGmjHSUkZ8H0FCp-sUuEy9I8iz/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1F5kcoXJGmjHSUkZ8H0FCp-sUuEy9I8iz
dress images/AD,03.jpg,https://drive.google.com/file/d/1yv0sz8qxQXFsegsDcmoeMMJZtOGCvQrW/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1yv0sz8qxQXFsegsDcmoeMMJZtOGCvQrW
dress images/AD,02.jpg,https://drive.google.com/file/d/1Bmg78hrPHeBat-1-ruCUV-AX5HjhjDh6/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1Bmg78hrPHeBat-1-ruCUV-AX5HjhjDh6
dress images/AD,01.jpg,https://drive.google.com/file/d/1LFcT31smr6KrdKf7tXEbT2RLiy2EguZw/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1LFcT31smr6KrdKf7tXEbT2RLiy2EguZw
dress images/ĐN,11.jpg,https://drive.google.com/file/d/1yR74BwzpnJOiEuMuwugean_8Mxm5s2L7/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1yR74BwzpnJOiEuMuwugean_8Mxm5s2L7
dress images/ĐN,10.jpg,https://drive.google.com/file/d/1D8Bh8fZe2gcaUP2b_aGY0pn5Jp5x5pzF/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1D8Bh8fZe2gcaUP2b_aGY0pn5Jp5x5pzF
dress images/ĐN,09.jpg,https://drive.google.com/file/d/1xpxoYjOi1Dwf5evgcxlX5Yyh2hmzzVD4/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1xpxoYjOi1Dwf5evgcxlX5Yyh2hmzzVD4
dress images/ĐN,08.jpg,https://drive.google.com/file/d/1DxRkI0PYIvQhzbOmIljBdSpUXAf2YzWP/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1DxRkI0PYIvQhzbOmIljBdSpUXAf2YzWP
dress images/ĐN,07.jpg,https://drive.google.com/file/d/1rJk5Nang_ln8macsL-tCA3UF5Faci9WY/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1rJk5Nang_ln8macsL-tCA3UF5Faci9WY
dress images/ĐN,06.jpg,https://drive.google.com/file/d/1QOVxWbuI1dfUCK1GcC6jTOH3lnhzlXqL/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1QOVxWbuI1dfUCK1GcC6jTOH3lnhzlXqL
dress images/ĐN,05.jpg,https://drive.google.com/file/d/1wr8Aw0yE6JAv6CMswD8j0KwcBA4y5PJ1/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1wr8Aw0yE6JAv6CMswD8j0KwcBA4y5PJ1
dress images/ĐN,04.jpg,https://drive.google.com/file/d/1GH8NImUH9JJ18g2nTxUzjjyPDObXYawF/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1GH8NImUH9JJ18g2nTxUzjjyPDObXYawF
dress images/ĐN,03.jpg,https://drive.google.com/file/d/1lZBQCgUjYhcSer2HAmLe8eAC-9TuFYis/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1lZBQCgUjYhcSer2HAmLe8eAC-9TuFYis
dress images/ĐN,02.jpg,https://drive.google.com/file/d/1nVNlDGaVkYvxteMar3zahoHg5cDV3rhy/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1nVNlDGaVkYvxteMar3zahoHg5cDV3rhy
dress images/ĐN,01.jpg,https://drive.google.com/file/d/1DNRgmI-NPJv4B2637yX_EH02Bh3DSllW/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1DNRgmI-NPJv4B2637yX_EH02Bh3DSllW
dress images/T,11.jpg,https://drive.google.com/file/d/1DPG-I0dKOV8aYFca4ZP-zP5IXj_0cq57/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1DPG-I0dKOV8aYFca4ZP-zP5IXj_0cq57
dress images/T,10.jpg,https://drive.google.com/file/d/1ZtRqRVTQilc8cEsTmOstGLvgM4ZDbYzG/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1ZtRqRVTQilc8cEsTmOstGLvgM4ZDbYzG
dress images/T,09.jpg,https://drive.google.com/file/d/1qyYXC5lxja0Spjn4pBkOSwETXUP01ZyC/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1qyYXC5lxja0Spjn4pBkOSwETXUP01ZyC
dress images/T,08.jpg,https://drive.google.com/file/d/1glGirlO51mTSQLdeHpYX51O1oaY_1NcZ/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1glGirlO51mTSQLdeHpYX51O1oaY_1NcZ
dress images/T,07.jpg,https://drive.google.com/file/d/1u49LkCnybh3BUF87RIokoNUhxmThn3Ai/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1u49LkCnybh3BUF87RIokoNUhxmThn3Ai
dress images/T,06.jpg,https://drive.google.com/file/d/14YX_zcbZde7zeaNInxJtG3LaOdzWJ8TH/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=14YX_zcbZde7zeaNInxJtG3LaOdzWJ8TH
dress images/T,05.jpg,https://drive.google.com/file/d/1rB041NNrXVh3zJ5oBGeGEIcHlPpeBQBL/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1rB041NNrXVh3zJ5oBGeGEIcHlPpeBQBL
dress images/T,04.jpg,https://drive.google.com/file/d/1dr1PgizuPV0crEOQJOy5ydTceOMYMqNp/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1dr1PgizuPV0crEOQJOy5ydTceOMYMqNp
dress images/T,03.jpg,https://drive.google.com/file/d/1DGBf4cSUKptxecadSuRSfzi-uhxXrx7s/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1DGBf4cSUKptxecadSuRSfzi-uhxXrx7s
